BPRICE,BMAX,BMIN,BVOL,EPRICE,EMAX,EMIN,EVOL,XPRICE,XMAX,XMIN,XCOL,LPRICE,LMAX,LMIN,LVOL
920,938,894.1,"1,470,303.60","113,311.10",10.7,10.9,10.5,"3,015.30",0,0,0,"13,862.60",3.8,3.9,3.8
915,927.2,891.3,"2,189,429.90","193,159.90",10.6,10.8,10.6,"1,367.90",0,0,0,"42,998.00",3.8,3.9,3.7
894,918,884.3,"1,572,161.30","164,690.40",10.4,10.7,10.3,"3,363.50",0,0,0,"10,130.00",3.8,3.8,3.7
903,905,882.1,"914,165.80","69,133.40",10.5,10.6,10.3,"6,274.00",0,0,0,"24,578.40",3.7,3.8,3.7
915,920.8,901.2,"950,538.60","72,242.10",10.5,10.6,10.4,"11,852.70",0,0,0,"28,450.80",3.8,3.9,3.7
920.5,921.7,910,"766,025.80","37,236.40",10.5,10.6,10.4,"4,350.70",0,0,0,"18,797.90",3.8,3.9,3.8
919.8,926,916,"608,396.10","48,431.40",10.5,10.6,10.4,"1,357.50",0,0,0,"15,334.10",3.9,3.9,3.8
915.7,922,911.2,"350,121.70","40,900.40",10.4,10.5,10.4,"3,955.10",0,0,0,"30,335.10",3.9,4,3.8
930,933.5,911.2,"519,812.60","81,618.40",10.6,10.7,10.4,"7,662.40",0,0,0,"73,598.90",4.1,4.3,3.9
974.2,976.3,928.5,"1,767,711.70","159,515.00",10.6,10.8,10.5,"8,293.40",0,0,0,"34,315.20",4.1,4.1,4
987,990,955.4,"1,656,466.20","153,569.20",10.6,10.7,10.4,"22,539.30",0,0,0,"18,947.40",4,4.1,4
"1,006.00","1,023.00",983.5,"2,905,123.20","226,257.20",10.7,10.8,10.5,"8,178.40",0,0,0,"26,890.70",4,4.1,4
"1,006.70","1,020.00",990.1,"1,232,938.60","195,497.80",11.2,11.3,10.6,"5,067.90",0,0,0,"18,198.10",4,4.1,3.9
"1,025.80","1,040.00","1,006.10","1,468,645.20","155,223.80",11.2,11.4,11.2,"2,555.30",0,0,0,"23,490.20",4,4,3.9
"1,021.00","1,032.80",999,"1,415,593.90","93,588.60",11.1,11.3,11,"7,862.50",0,0,0,"23,528.90",4,4,3.9
"1,044.00","1,049.00","1,015.00","802,759.70","75,345.20",11.4,11.5,11.1,"4,316.40",0,0,0,"21,070.90",3.9,4,3.9
"1,030.10","1,069.10","1,015.00","1,698,448.20","132,588.70",11.1,11.5,11.1,"10,872.40",0,0,0,"41,710.90",3.9,4,3.9
"1,061.00","1,078.00","1,020.60","1,764,717.50","108,046.30",11.3,11.5,11,"12,523.20",0,0,0,"15,987.10",4,4,3.9
956,"1,066.40",898.2,"7,410,775.20","425,853.50",10.9,11.4,10.4,"33,394.10",0,0,0,"79,733.30",3.7,4,3.6
"1,010.00","1,010.00",952,"1,775,092.80","154,151.10",11.2,11.4,10.8,"5,531.90",0,0,0,"22,729.20",3.8,3.8,3.7
"1,002.30","1,010.00",984.1,"922,891.90","131,740.20",11.3,11.4,11.1,"2,510.70",0,0,0,"5,233.90",3.7,3.8,3.7
981.7,"1,005.00",975.9,"813,152.50","40,849.30",11.2,11.4,11.2,"5,421.20",0,0,0,"10,646.20",3.7,3.8,3.7
"1,016.40","1,018.60",980.5,"954,759.10","289,940.40",12.1,12.2,11.1,"4,708.40",0,0,0,"19,158.30",3.8,3.8,3.7
"1,007.00","1,019.00",995.1,"1,067,439.10","639,264.10",12.8,13.4,12.1,"15,386.80",0,0,0,"11,595.30",3.8,3.8,3.8
"1,027.10","1,032.10","1,005.50","690,101.60","177,002.10",12.7,13.1,12.6,"14,123.30",0,0,0,"15,889.80",3.9,3.9,3.8
"1,044.70","1,045.00","1,023.20","817,026.80","136,814.20",12.8,12.9,12.7,"44,191.80",0,0,0,"26,381.40",3.9,3.9,3.9
"1,069.00","1,070.00","1,035.00","1,474,437.40","59,797.80",12.8,12.9,12.7,"22,162.40",0,0,0,"7,617.60",3.9,3.9,3.8
"1,060.00","1,070.00","1,049.30","869,416.60","92,600.90",12.9,12.9,12.7,"38,180.00",0,0,0,"15,484.20",3.8,3.9,3.8
"1,062.00","1,067.00","1,040.00","917,835.70","62,020.00",12.8,12.9,12.7,"15,357.20",0,0,0,"22,808.10",3.8,3.8,3.8
"1,104.20","1,109.00","1,056.40","1,934,736.40","270,413.90",12.7,12.9,12.2,"4,661.50",0,0,0,"13,903.90",3.8,3.9,3.8
"1,114.30","1,133.60","1,098.00","2,022,715.90","126,042.80",12.7,12.9,12.7,"7,005.00",0,0,0,"24,259.20",3.9,3.9,3.8
"1,138.80","1,140.00","1,111.50","1,121,037.00","83,006.60",12.7,12.8,12.6,"4,940.60",0,0,0,"6,637.70",3.9,3.9,3.9
"1,187.80","1,225.00","1,107.50","5,643,402.70","513,541.40",13,13.4,12.7,"29,034.20",0,0,0,"42,857.60",3.9,4,3.8
"1,188.00","1,209.00","1,141.00","3,474,908.80","128,698.40",13.2,13.3,12.9,"5,857.90",0,0,0,"14,083.00",3.9,4,3.9
"1,167.00","1,188.90","1,129.00","2,539,404.30","327,125.70",13.6,13.8,13.2,"1,873.80",0,0,0,"6,058.30",3.9,3.9,3.8
"1,179.70","1,193.00","1,165.00","1,339,819.80","652,263.60",14.5,14.8,13.6,"3,006.40",0,0,0,"16,955.40",3.9,3.9,3.8
"1,197.00","1,208.10","1,172.00","1,820,285.50","1,268,119.20",16,16,14.4,"8,240.80",0,0,0,"20,444.00",3.8,3.9,3.8
"1,190.00","1,199.00","1,178.10","1,815,837.50","1,064,247.70",15.7,16,14.8,"18,785.80",0,0,0,"7,068.10",3.8,3.8,3.8
"1,229.50","1,238.60","1,188.80","3,688,478.40","1,090,271.70",17.4,17.5,15.6,"47,941.10",0,0,0,"37,970.30",3.8,3.9,3.8
"1,282.00","1,285.00","1,222.00","6,553,159.30","2,559,724.60",20.2,20.7,17.3,"74,760.80",0,0,0,"189,557.60",4.1,4.4,3.8
"1,281.10","1,295.00","1,260.30","3,577,286.80","2,361,363.60",19.7,20.7,18.2,"44,747.10",0,0,0,"65,024.30",4.1,4.2,4
"1,260.20","1,288.10","1,235.00","3,846,822.10","868,300.90",18.4,19.7,18.2,"16,779.20",0,0,0,"36,429.70",4,4.1,3.9
"1,282.00","1,285.00","1,250.00","2,157,454.20","550,019.10",19.6,19.6,18.4,"12,347.90",0,0,0,"24,710.80",4,4.1,3.9
"1,265.00","1,287.00","1,258.00","1,782,680.00","745,157.40",19.3,20.2,19.1,"11,186.70",0,0,0,"12,888.60",4.1,4.1,4
"1,204.80","1,271.10","1,157.00","8,349,046.40","1,828,648.50",18.3,19.3,17.3,"67,541.50",0,0,0,"37,064.60",3.9,4.1,3.8
"1,186.50","1,224.80","1,135.00","5,617,366.60","1,646,169.90",17.6,18.7,16.2,"123,430.70",0,0,0,"16,678.80",3.9,4,3.8
"1,188.10","1,210.00","1,157.00","4,781,778.40","1,079,171.20",17.7,18.4,16.7,"37,986.20",0,0,0,"26,803.40",3.9,3.9,3.8
"1,196.00","1,365.00","1,000.00","19,425,217.90","3,294,085.90",19.4,19.7,17,"137,634.00",0,0,0,"128,697.20",3.9,4.1,3.6
"1,179.80","1,196.00","1,150.00","6,038,161.80","2,358,119.50",22.6,23,19.2,"29,406.90",0,0,0,"18,907.30",3.8,3.9,3.8
"1,211.90","1,239.00","1,169.00","7,403,885.10","3,407,607.50",26.3,28.6,21.5,"55,168.10",0,0,0,"43,815.80",3.9,3.9,3.8
"1,226.00","1,249.00","1,211.00","7,761,552.30","7,002,781.80",28.7,31,25.2,"66,646.60",0,0,0,"437,008.70",4.1,4.8,3.8
"1,254.00","1,260.00","1,221.10","3,683,228.20","2,404,965.90",28.5,29.9,27.6,"23,760.70",0,0,0,"64,757.80",4.2,4.3,4.1
"1,215.00","1,267.50","1,175.00","8,563,458.40","9,326,475.80",41.6,41.8,28.5,"97,814.90",0,0,0,"122,105.30",4.1,4.4,4.1
"1,066.60","1,222.00","1,060.00","15,750,546.00","12,475,163.70",48,50.1,37.6,"160,817.70",0,0,0,"192,732.90",4,4.9,4
"1,070.40","1,164.80","1,049.00","16,049,872.60","14,750,965.20",38.2,48.5,32.5,"78,677.00",0,0,0,"202,776.00",4.1,4.3,3.9
"1,009.50","1,092.50",935,"20,670,876.50","14,207,889.40",38,41.1,30.7,"306,222.60",0,0,0,"140,232.20",4,4.2,3.8
"1,024.10","1,063.50",973,"9,739,710.50","7,700,203.00",43.1,45.5,36.1,"121,765.00",0,0,0,"102,564.20",3.9,4,3.8
"1,076.00","1,086.90","1,011.70","6,540,538.90","4,803,239.00",42.7,45.2,40.1,"73,257.50",0,0,0,"78,567.90",4,4.1,3.9
"1,060.00","1,123.40","1,056.00","8,798,769.00","2,390,547.20",41.5,43.5,41.3,"103,344.40",0,0,0,"78,840.00",4,4.1,3.9
"1,038.40","1,084.00",986.2,"11,174,870.90","3,889,772.30",40.6,42.8,38.6,"201,459.60",0,0,0,"157,298.00",4,4,3.8
"1,017.50","1,057.00",992,"6,060,238.60","3,420,263.80",43.3,44.3,40.3,"977,689.70",0,0,0,"160,864.50",3.9,4,3.9
931,"1,020.00",901,"16,170,174.40","13,707,036.40",50.3,54.3,43,"646,172.00",0,0,0,"264,113.90",4,4.3,3.9
958,980.1,889,"10,438,964.10","5,423,129.50",50.9,53.3,47.7,"365,050.10",0,0,0,"90,297.80",4.1,4.2,4
991,"1,008.50",948.4,"7,682,681.30","3,748,534.40",50.4,51.8,48.5,"192,800.90",0,0,0,"98,329.40",4.1,4.2,4
"1,047.00","1,047.00",980.7,"10,148,542.60","3,346,893.10",49.1,50.8,47.9,"206,879.00",0,0,0,"116,203.20",4.2,4.2,4
"1,020.20","1,066.00","1,008.00","8,249,995.30","4,428,243.50",53,53.8,48.3,"74,553.10",0,0,0,"95,478.40",4.2,4.2,4.1
"1,047.90","1,058.00","1,019.00","5,196,467.10","3,607,571.20",51.7,53.8,50.9,"200,078.80",0,0,0,"334,475.70",5.6,5.6,4.2
"1,047.10","1,058.60","1,022.00","9,637,088.40","3,849,385.60",50.4,53,49,"1,952,027.70",0,0,0,"4,060,698.70",6.6,8.3,5.4
"1,096.00","1,096.00","1,042.10","8,899,391.20","3,886,546.40",48.9,51,47.1,"1,767,837.30",0,0,0,"1,477,588.90",6.7,8,5.9
"1,098.00","1,107.10","1,069.00","6,334,689.60","2,224,773.80",50,51.8,48.5,"1,550,321.10",0,0,0,"1,392,626.90",7.5,7.8,6.6
"1,133.80","1,150.00","1,075.00","22,886,081.50","7,911,031.20",46,51.1,43.7,"16,088,049.90",0,0.1,0,"1,987,118.00",8.3,8.7,7.2
"1,149.60","1,161.00","1,120.40","13,609,437.60","4,102,420.50",42.6,47.5,42.2,"6,571,006.30",0,0.1,0,"1,999,447.80",9.1,9.6,8.2
"1,124.00","1,164.40","1,122.40","9,125,014.70","4,672,537.20",46.5,46.9,41.2,"2,923,718.80",0,0,0,"2,038,416.90",9.4,9.8,8.2
"1,154.90","1,168.80","1,113.50","11,768,759.40","2,592,803.30",45.6,47.2,43.9,"2,382,965.30",0,0,0,"7,316,668.50",11.7,13,9
"1,195.00","1,220.00","1,150.10","13,531,882.30","3,612,384.40",44,46,41.1,"1,960,847.70",0,0,0,"4,713,884.50",10.9,12.4,9.9
"1,200.00","1,208.00","1,181.00","9,562,997.30","2,684,155.80",44.3,46,41.7,"2,956,358.60",0,0,0,"2,448,744.00",10.6,11,9.5
"1,190.50","1,202.30","1,172.40","5,171,290.30","1,260,084.00",44.8,45.5,43.7,"852,447.50",0,0,0,"1,146,305.80",10.4,11.3,10.4
"1,214.90","1,227.30","1,180.00","6,864,642.30","1,124,149.10",43.8,44.8,43.2,"612,421.00",0,0,0,"3,477,224.60",9.2,10.5,9
"1,210.90","1,229.00","1,202.00","4,604,994.40","1,167,863.60",44.2,44.7,43,"624,480.40",0,0,0,"1,773,156.50",9.8,10.4,9.2
"1,232.00","1,246.20","1,206.30","5,395,288.90","1,276,721.60",43.9,44.5,43.7,"637,738.80",0,0,0,"2,549,211.00",12.2,12.4,9.5
"1,205.90","1,240.00","1,180.00","8,300,435.30","4,749,993.30",48.6,49.3,43.8,"1,093,389.10",0,0,0,"3,076,449.60",11.5,12.3,11.3
"1,200.20","1,211.00","1,161.00","7,552,147.00","4,244,006.80",49,51.4,47.9,"839,927.50",0,0,0,"1,636,521.10",11.2,11.6,10.8
"1,206.80","1,221.70","1,185.00","5,278,844.40","2,420,967.30",49,50.2,47.5,"493,639.60",0,0,0,"1,824,858.00",11.6,12.5,11.2
"1,208.00","1,218.00","1,186.00","4,777,013.00","1,556,868.50",49.5,50.8,47.9,"429,370.80",0,0,0,"1,027,167.60",11.8,12.1,11.5
"1,208.40","1,217.00","1,201.10","3,256,393.50","432,360.20",49.2,49.8,48.8,"353,690.20",0,0,0,"1,018,508.50",12.5,12.7,11.8
"1,266.00","1,270.00","1,206.00","10,166,463.80","2,050,894.00",50.3,50.4,49,"675,792.30",0,0,0,"3,576,212.60",11.6,13.1,11
"1,266.80","1,280.00","1,253.70","7,688,809.90","4,377,063.40",52.7,52.8,50.3,"731,575.60",0,0,0,"1,913,092.30",11.5,11.8,11.1
"1,266.90","1,293.00","1,257.00","5,983,907.50","3,882,086.00",50.9,52.8,47.8,"862,146.70",0,0,0,"1,776,088.30",10.9,11.5,10.5
"1,313.50","1,328.00","1,266.50","9,110,565.00","2,111,026.50",52,52.2,50.4,"1,177,022.00",0,0,0,"2,234,209.50",12,12,10.8
"1,320.70","1,335.00","1,308.00","6,180,984.20","1,416,152.60",51.2,52,51,"1,852,377.40",0,0,0,"3,637,174.60",13.4,13.7,11.9
"1,347.20","1,354.10","1,291.60","8,339,064.60","1,225,257.90",52.6,52.9,51.2,"865,847.50",0,0,0,"6,673,687.20",16.7,17.2,13.2
"1,330.00","1,366.90","1,328.50","7,495,040.60","1,815,285.80",53.1,54.3,51.9,"460,037.00",0,0,0,"4,844,801.30",15.6,17.4,15.6
"1,355.00","1,356.20","1,326.00","6,918,750.00","1,238,416.50",53.7,54,53,"979,747.90",0,0,0,"2,439,106.00",15.9,16.3,15.1
"1,376.60","1,380.80","1,348.40","5,770,856.10","860,423.40",54,54.3,53.5,"511,339.20",0,0,0,"1,993,454.00",16.5,17,15.4
"1,412.10","1,418.90","1,373.80","8,130,650.40","3,672,933.40",60,60,54,"899,966.80",0,0,0,"3,288,424.30",16,17.2,15.9
"1,426.10","1,450.00","1,396.80","12,502,588.10","7,636,944.60",72.6,73.3,59.9,"2,439,922.60",0,0,0,"3,782,993.60",15.5,16.4,14.2
"1,406.50","1,429.70","1,369.50","11,712,397.40","6,325,568.50",73.2,77.6,66,"4,382,164.40",0.1,0.1,0,"1,163,228.50",15.7,16,15.1
"1,426.30","1,438.00","1,404.10","9,678,192.10","3,448,013.00",75.2,76,71.2,"3,449,426.80",0.1,0.1,0.1,"2,203,703.00",17.2,17.5,15.6
"1,461.40","1,466.90","1,402.00","11,248,038.30","6,138,003.20",86.3,87.9,74.2,"2,274,870.90",0.1,0.1,0.1,"1,511,387.10",17.6,17.6,16.6
"1,543.00","1,585.20","1,446.30","18,318,573.80","8,455,827.90",84.1,87.5,77.3,"2,286,329.50",0.1,0.1,0.1,"3,037,495.40",17.4,17.8,16.1
"1,557.30","1,615.00","1,510.00","11,877,346.60","3,561,553.10",82.2,84.4,79.7,"1,288,042.10",0.1,0.1,0.1,"1,659,097.00",19.3,19.5,16.6
"1,608.30","1,628.90","1,545.30","16,707,949.20","4,488,919.50",90.2,92.6,81.9,"3,233,551.30",0.1,0.1,0.1,"9,245,756.10",22.5,24.4,18.5
"1,643.00","1,699.10","1,515.00","28,768,433.50","9,153,274.90",99.2,101,88.9,"8,621,799.70",0.1,0.1,0.1,"8,655,124.80",27.1,27.4,21.7
"1,567.60","1,661.00","1,454.10","30,992,262.80","8,770,564.70",92.1,101,85,"9,336,491.90",0.1,0.1,0.1,"7,353,784.50",26.4,29.5,23.6
"1,577.50","1,629.50","1,550.00","21,668,144.10","2,936,258.40",94.7,97,90.5,"4,836,924.00",0.1,0.1,0.1,"5,822,430.30",31,31.6,26.2
"1,675.60","1,690.00","1,568.00","39,033,113.50","6,267,421.70",92.1,98.7,88.5,"16,113,286.00",0.2,0.2,0.1,"5,695,645.10",29.7,32.5,28.4
"1,769.00","1,775.00","1,643.70","30,086,798.30","5,786,060.70",80,93.1,79.5,"17,230,961.70",0.1,0.2,0.1,"3,855,390.20",25.5,31.1,24.5
"1,750.40","1,813.80","1,702.00","29,625,534.40","5,981,958.30",89.5,91.4,70.5,"7,236,594.60",0.2,0.2,0.1,"7,984,675.60",38.8,38.9,23.6
"1,880.00","1,897.00","1,749.90","20,100,058.90","3,027,125.50",89.1,92.3,86,"4,175,773.70",0.2,0.2,0.2,"9,774,233.80",31.5,39.2,28
"1,819.60","1,901.00","1,759.60","22,175,380.20","2,362,494.20",91.1,92,87.4,"4,687,970.30",0.2,0.2,0.2,"4,019,356.60",30.7,34.1,29.3
"1,723.00","1,858.90","1,652.00","24,861,343.20","3,183,179.80",88,92,85,"6,334,944.90",0.2,0.2,0.2,"3,694,827.20",27.2,31,25.5
"1,846.00","1,849.20","1,723.00","10,169,491.90","1,076,638.10",90.7,91,87.1,"2,556,565.70",0.2,0.2,0.2,"1,832,064.50",30.4,31.1,27.2
"1,777.00","1,855.00","1,766.00","13,071,776.30","1,834,314.30",91.4,91.8,88.1,"4,866,165.60",0.2,0.3,0.2,"1,657,921.20",28,30.5,27.7
"1,735.00","1,786.00","1,719.00","21,579,469.70","3,427,701.20",92.3,95.2,91.2,"11,347,427.70",0.3,0.3,0.2,"4,922,405.30",24,28.3,23.2
"1,853.90","1,891.80","1,735.00","25,278,130.30","3,960,431.60",88.6,92.5,84,"19,630,302.40",0.4,0.4,0.3,"4,843,467.10",23.6,26,20.8
"1,882.00","1,900.00","1,834.00","19,463,227.10","3,201,967.60",96.8,96.9,87.4,"13,205,845.60",0.4,0.4,0.3,"3,580,304.70",26.2,27.1,23
"1,972.90","1,977.90","1,860.00","18,459,423.20","7,709,316.00",113.1,113.8,93.5,"8,622,207.60",0.4,0.4,0.3,"4,290,025.40",28,29.9,25.7
"1,995.20","2,000.00","1,926.00","18,781,478.40","8,234,665.20",123.4,130,110.7,"8,738,597.10",0.3,0.4,0.3,"2,016,250.10",27.9,28.7,26.2
"2,053.00","2,085.00","1,959.90","17,960,944.70","4,738,917.50",130,130,121.4,"7,288,735.50",0.4,0.4,0.3,"1,331,838.10",26.3,27.9,26.3
"2,155.00","2,160.40","1,985.00","23,904,087.70","10,305,445.30",167.4,167.7,128.7,"6,652,552.10",0.3,0.4,0.3,"3,541,004.30",24.1,28.9,24
"2,140.20","2,229.20","1,975.20","31,198,289.20","14,316,878.90",163.3,183.5,138.4,"6,282,744.70",0.3,0.3,0.3,"2,544,991.70",27,27,21.7
"2,294.00","2,320.00","2,105.00","25,571,926.60","9,459,597.30",181.8,186.8,152.4,"6,220,568.20",0.3,0.3,0.3,"5,311,813.30",32.8,32.8,26.5
"2,467.00","2,510.00","2,220.00","43,071,923.50","12,509,754.70",184.9,194.8,168.7,"9,912,300.40",0.3,0.3,0.2,"5,565,460.20",30.6,34.6,27.1
"2,385.00","2,698.40","2,075.10","65,450,454.80","18,012,181.40",178.3,205.8,141,"8,140,030.30",0.3,0.3,0.2,"4,689,793.10",29,34.1,24.1
"1,929.30","2,484.50","1,812.00","82,968,991.40","23,699,655.50",134,186.6,120.1,"9,233,148.90",0.2,0.3,0.2,"6,787,322.00",21,30,18.7
"2,134.00","2,134.00","1,538.00","78,198,448.50","29,734,885.20",169.1,171,100,"12,568,990.00",0.2,0.2,0.1,"3,744,028.90",24.7,24.9,15.5
"2,080.00","2,196.00","1,850.00","45,740,739.00","16,713,053.30",161.9,172.6,139.1,"5,313,960.90",0.2,0.2,0.2,"2,668,685.40",23.7,25,19.6
"2,239.90","2,284.00","2,069.10","35,806,343.90","24,465,210.90",212.6,215.6,159.6,"6,023,572.60",0.2,0.2,0.2,"2,588,796.10",25.8,26.1,23
"2,099.70","2,262.00","2,005.90","43,890,575.50","36,262,536.20",207,230.2,187.5,"5,114,545.70",0.2,0.2,0.2,"2,411,319.10",23.4,26,21.8
"2,325.80","2,325.30","2,083.40","31,993,481.40","19,952,680.40",222.5,227.2,207,"9,686,735.40",0.3,0.3,0.2,"2,097,366.90",26,26,23.1
"2,326.90","2,368.60","2,196.10","33,773,110.80","16,207,765.30",212.7,224,200,"14,492,334.60",0.3,0.3,0.3,"3,447,659.80",27.2,28.8,24.2
"2,395.00","2,413.90","2,267.90","23,445,802.40","5,990,462.40",214,218.7,208.5,"5,567,335.60",0.3,0.3,0.3,"1,789,112.50",26.5,27.4,25.3
"2,447.80","2,482.30","2,374.00","24,432,321.20","7,454,692.10",224.6,231,210.3,"3,607,823.60",0.3,0.3,0.3,"904,625.30",26.1,26.9,25.8
"2,505.00","2,535.00","2,425.00","17,995,144.20","9,835,059.80",238.3,246.1,224.2,"3,379,651.90",0.3,0.3,0.3,"2,151,209.30",27.9,29,26
"2,759.60","2,800.00","2,477.50","47,438,740.00","11,197,484.10",251.1,258,232,"4,388,437.60",0.3,0.3,0.3,"5,726,649.30",29.3,30.9,27.5
"2,790.70","2,895.00","2,652.00","64,316,693.30","14,312,182.50",258.5,265.6,246.7,"5,125,389.40",0.3,0.3,0.3,"3,583,011.80",29.5,30.9,27
"2,730.10","2,826.10","2,558.90","52,813,831.50","11,371,123.20",255,262,240,"6,533,875.10",0.3,0.3,0.3,"1,698,263.60",28.8,29.9,27.4
"2,790.40","2,830.40","2,656.40","27,126,487.60","6,483,322.50",262,262.9,248,"3,551,198.50",0.3,0.3,0.3,"2,726,943.20",30.1,31.5,28
"2,793.80","2,851.00","2,785.00","23,555,035.10","11,320,238.70",284.9,290.7,260.7,"2,080,743.70",0.3,0.3,0.3,"1,380,542.70",29.3,30.4,29.3
"2,826.10","2,906.20","2,760.00","31,841,906.00","24,908,299.70",340.8,343,283.5,"4,178,619.80",0.3,0.3,0.3,"1,301,830.60",29.4,30,28.4
"2,887.00","2,977.00","2,806.10","32,548,676.80","17,777,600.70",360.2,365.4,321.5,"3,396,507.40",0.3,0.3,0.3,"3,416,720.40",31.1,34.3,28.9
"2,680.00","2,893.10","2,300.00","97,033,058.70","74,211,736.50",376.5,408.1,299.7,"6,893,823.40",0.3,0.3,0.2,"4,015,624.60",29.1,31.1,24.7
"2,642.40","2,750.00","2,566.00","32,720,939.80","18,006,841.50",371,391,341.8,"2,742,998.10",0.3,0.3,0.2,"2,007,367.20",29.4,31.1,27.5
"2,352.00","2,675.00","2,115.00","83,004,797.70","47,116,349.80",324.9,377,280.1,"7,128,382.50",0.2,0.3,0.2,"5,072,322.90",27.2,30.2,24.9
"2,376.80","2,430.00","2,012.00","91,540,288.40","65,325,107.30",332.5,343.5,258.3,"5,336,951.50",0.2,0.2,0.2,"5,449,601.00",29.5,30.3,24
"2,453.00","2,480.00","2,318.00","38,523,254.70","20,573,145.50",347.8,355,328.6,"2,148,874.60",0.2,0.3,0.2,"13,249,356.20",37.9,39.1,28.6
"2,421.20","2,640.40","2,423.80","43,407,502.80","15,273,533.10",340,376.9,341.7,"3,326,724.90",0.2,0.3,0.2,"20,113,193.60",38.5,47.6,36.4
"2,563.90","2,596.30","2,408.00","37,813,784.00","15,476,087.30",359.5,368.1,335.9,"4,617,921.00",0.3,0.3,0.2,"14,386,644.30",46.9,47.8,38.3
"2,599.90","2,620.40","2,481.50","27,963,304.80","9,002,400.90",359.4,365,346.1,"4,539,985.70",0.3,0.3,0.3,"11,572,688.80",47,49.9,45.2
"2,708.10","2,785.50","2,563.70","42,514,404.60","18,041,234.90",337,367.1,321.1,"8,391,103.20",0.3,0.3,0.3,"7,222,906.00",43.4,47.1,40.8
